<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2018.11.23	13:25:00	88908	88959	88713	88723	14551	46948	1
2018.11.23	13:30:00	88718	88820	88687	88805	11175	33784	1
2018.11.23	13:35:00	88810	88882	88774	88831	7814	26486	1
2018.11.23	13:40:00	88836	88841	88702	88718	9388	30185	1
2018.11.23	13:45:00	88718	88728	88574	88620	15316	54615	1
2018.11.23	13:50:00	88625	88728	88610	88651	11353	39286	1
2018.11.23	13:55:00	88651	88707	88440	88456	13678	46770	1
2018.11.23	14:00:00	88456	88574	88435	88533	10468	38415	1
2018.11.23	14:05:00	88538	88656	88528	88533	10318	34749	1
2018.11.23	14:10:00	88533	88635	88497	88589	9796	32135	1
2018.11.23	14:15:00	88589	88805	88569	88784	12838	42786	1
2018.11.23	14:20:00	88779	88841	88733	88769	11647	37808	1
2018.11.23	14:25:00	88774	88846	88687	88805	10910	33685	1
2018.11.23	14:30:00	88810	88856	88784	88831	7080	21814	1
2018.11.23	14:35:00	88836	88867	88754	88851	8388	27195	1
2018.11.23	14:40:00	88851	88923	88790	88913	8436	27942	1
2018.11.23	14:45:00	88918	88944	88800	88877	10735	35615	1
2018.11.23	14:50:00	88877	88913	88759	88820	8285	27545	1
2018.11.23	14:55:00	88815	88892	88790	88831	6326	23994	1
2018.11.23	15:00:00	88826	88933	88810	88882	6899	26927	1
2018.11.23	15:05:00	88887	89005	88877	88933	9351	33124	1
2018.11.23	15:10:00	88933	88975	88882	88928	5391	20050	1
2018.11.23	15:15:00	88933	88964	88836	88846	7596	26353	1
2018.11.23	15:20:00	88851	88933	88790	88918	9748	32250	1
2018.11.23	15:25:00	88913	88933	88867	88918	6258	20640	1
2018.11.23	15:30:00	88918	88980	88908	88928	6387	22167	1
2018.11.23	15:35:00	88928	89072	88913	89067	10550	37530	1
2018.11.23	15:40:00	89062	89180	89026	89072	15057	49729	1
2018.11.23	15:45:00	89077	89154	89000	89026	9051	31880	1
2018.11.23	15:50:00	89021	89072	88975	89062	6756	24118	1
2018.11.23	15:55:00	89062	89062	88856	88867	9519	33683	1
2018.11.23	16:00:00	88872	88944	88805	88933	10237	36363	1
2018.11.23	16:05:00	88939	89036	88897	88918	8357	31518	1
2018.11.23	16:10:00	88913	88959	88846	88933	6392	22734	1
2018.11.23	16:15:00	88933	89010	88872	88975	5902	23435	1
2018.11.23	16:20:00	88975	88975	88748	88805	7889	27530	1
2018.11.23	16:25:00	88805	88872	88779	88851	5849	21787	1
2018.11.23	16:30:00	88851	88933	88826	88872	5755	19973	1
2018.11.23	16:35:00	88872	88903	88815	88882	4355	19518	1
2018.11.23	16:40:00	88877	88897	88774	88800	4946	18262	1
2018.11.23	16:45:00	88805	88846	88697	88831	8203	31181	1
2018.11.23	16:50:00	88836	88949	88826	88944	6284	23971	1
2018.11.23	16:55:00	88949	89000	88897	88985	6650	25761	1
2018.11.23	17:00:00	88985	89036	88872	88897	7853	29007	1
2018.11.23	17:05:00	88903	88918	88831	88846	4981	18427	1
2018.11.23	17:10:00	88846	88975	88841	88923	5532	20187	1
2018.11.23	17:15:00	88918	88980	88805	88826	5670	22215	1
2018.11.23	17:20:00	88831	88872	88795	88846	3558	14994	1
2018.11.23	17:25:00	88841	88856	88795	88851	2641	10433	1
2018.11.23	17:30:00	88846	88954	88836	88846	4855	18518	1
2018.11.23	17:35:00	88841	88851	88784	88846	3140	12686	1
2018.11.23	17:40:00	88846	88897	88790	88836	3566	16276	1
2018.11.23	17:45:00	88831	88836	88713	88800	3589	13659	1
2018.11.23	17:50:00	88795	88800	88630	88635	2799	12396	1
2018.11.23	17:55:00	88635	88851	88625	88820	3996	24176	1
2018.11.23	18:00:00	88815	88897	88795	88841	2637	12258	1
2018.11.23	18:05:00	88846	88903	88718	88718	1933	10964	1
2018.11.26	09:00:00	89601	89684	89447	89535	8548	31845	1
2018.11.26	09:05:00	89529	89735	89499	89694	9801	28226	1
2018.11.26	09:10:00	89694	89786	89668	89714	7681	21293	1
2018.11.26	09:15:00	89714	89730	89540	89545	10371	31460	1
2018.11.26	09:20:00	89545	89601	89365	89442	16445	46392	1
2018.11.26	09:25:00	89437	89535	89380	89529	12803	39036	1
2018.11.26	09:30:00	89529	89550	89457	89509	7228	21109	1
2018.11.26	09:35:00	89504	89535	89365	89401	12295	35351	1
2018.11.26	09:40:00	89406	89452	89329	89406	11286	34911	1
2018.11.26	09:45:00	89406	89478	89370	89432	7592	23822	1
2018.11.26	09:50:00	89432	89478	89406	89432	5696	17723	1
2018.11.26	09:55:00	89432	89519	89401	89432	9493	29362	1
2018.11.26	10:00:00	89432	89571	89422	89504	12685	37019	1
2018.11.26	10:05:00	89504	89545	89411	89463	8774	23757	1
2018.11.26	10:10:00	89463	89524	89442	89493	8452	25643	1
2018.11.26	10:15:00	89493	89499	89401	89452	8933	25768	1
2018.11.26	10:20:00	89452	89627	89442	89617	11743	35597	1
2018.11.26	10:25:00	89617	89745	89606	89668	17592	52330	1
2018.11.26	10:30:00	89668	89694	89437	89499	16450	53418	1
2018.11.26	10:35:00	89499	89658	89411	89596	15082	44643	1
2018.11.26	10:40:00	89596	89642	89483	89632	10139	32734	1
2018.11.26	10:45:00	89637	89684	89601	89658	7427	20716	1
2018.11.26	10:50:00	89658	89853	89648	89817	17384	54212	1
2018.11.26	10:55:00	89812	89848	89519	89529	17401	51423	1
2018.11.26	11:00:00	89529	89606	89483	89509	13348	41910	1
2018.11.26	11:05:00	89504	89529	89355	89370	15836	47446	1
2018.11.26	11:10:00	89365	89540	89360	89524	12658	40362	1
2018.11.26	11:15:00	89529	89637	89504	89617	15942	49155	1
2018.11.26	11:20:00	89612	89673	89411	89427	17760	53654	1
2018.11.26	11:25:00	89422	89535	89396	89457	9557	28890	1
2018.11.26	11:30:00	89457	89519	89427	89514	6832	20332	1
2018.11.26	11:35:00	89514	89550	89262	89288	14783	45492	1
2018.11.26	11:40:00	89288	89288	89144	89278	18127	57244	1
2018.11.26	11:45:00	89278	89396	89267	89380	11162	35853	1
2018.11.26	11:50:00	89386	89422	89298	89401	10989	36063	1
2018.11.26	11:55:00	89396	89437	89134	89201	18258	57657	1
2018.11.26	12:00:00	89195	89319	89149	89278	12400	36127	1
2018.11.26	12:05:00	89278	89308	89165	89170	8878	28560	1
2018.11.26	12:10:00	89165	89298	89118	89175	11146	34940	1
2018.11.26	12:15:00	89175	89252	89067	89252	11629	37424	1
2018.11.26	12:20:00	89257	89360	89216	89339	10313	31067	1
2018.11.26	12:25:00	89339	89375	89278	89344	7460	24169	1
2018.11.26	12:30:00	89350	89524	89344	89380	18823	62023	1
2018.11.26	12:35:00	89386	89457	89206	89293	18015	55736	1
2018.11.26	12:40:00	89288	89493	89252	89427	13974	43011	1
2018.11.26	12:45:00	89427	89524	89278	89314	13919	46182	1
2018.11.26	12:50:00	89319	89427	89283	89375	8061	23802	1
2018.11.26	12:55:00	89370	89663	89370	89596	15599	47134	1
2018.11.26	13:00:00	89591	89596	89457	89514	12642	40111	1
2018.11.26	13:05:00	89509	89535	89201	89206	17565	56805	1
2018.11.26	13:10:00	89201	89221	89026	89165	20229	73711	1
2018.11.26	13:15:00	89165	89175	88995	89103	14243	47485	1
2018.11.26	13:20:00	89098	89129	89000	89093	9136	27866	1
2018.11.26	13:25:00	89093	89247	89041	89242	12032	36435	1
2018.11.26	13:30:00	89237	89314	89206	89257	11415	36548	1
2018.11.26	13:35:00	89262	89303	89154	89293	10543	32710	1
2018.11.26	13:40:00	89288	89396	89242	89375	10305	36496	1
2018.11.26	13:45:00	89375	89452	89298	89350	10801	34696	1
2018.11.26	13:50:00	89350	89529	89298	89524	12097	37650	1
2018.11.26	13:55:00	89519	89540	89411	89473	9834	33820	1
2018.11.26	14:00:00	89468	89571	89396	89540	11892	38458	1
2018.11.26	14:05:00	89540	89612	89468	89540	12419	40574	1
2018.11.26	14:10:00	89540	89642	89478	89606	10872	34504	1
2018.11.26	14:15:00	89606	89637	89396	89432	12023	41418	1
2018.11.26	14:20:00	89427	89432	89252	89319	13831	46531	1
2018.11.26	14:25:00	89314	89350	89185	89206	11621	37246	1
2018.11.26	14:30:00	89211	89231	89144	89190	9271	30830	1
2018.11.26	14:35:00	89190	89201	89108	89144	8782	28595	1
2018.11.26	14:40:00	89139	89165	89057	89139	7972	25430	1
2018.11.26	14:45:00	89139	89139	88949	89016	12742	42166	1
2018.11.26	14:50:00	89016	89108	89005	89082	8822	26672	1
2018.11.26	14:55:00	89077	89108	88949	89103	11155	37950	1
2018.11.26	15:00:00	89108	89185	89088	89139	10975	37299	1
2018.11.26	15:05:00	89139	89175	89052	89170	9325	33315	1
2018.11.26	15:10:00	89170	89180	88985	89000	8927	29625	1
2018.11.26	15:15:00	88995	89046	88903	88928	12660	40438	1
2018.11.26	15:20:00	88933	88933	88754	88769	15148	56180	1
2018.11.26	15:25:00	88774	88774	88507	88522	18830	69867	1
2018.11.26	15:30:00	88522	88522	88296	88343	19293	72623	1
2018.11.26	15:35:00	88337	88399	88086	88209	21259	76972	1
2018.11.26	15:40:00	88214	88224	88014	88106	12089	42442	1
2018.11.26	15:45:00	88101	88152	87592	87613	23480	87018	1
2018.11.26	15:50:00	87608	87798	87572	87706	17657	62844	1
2018.11.26	15:55:00	87700	87829	87485	87757	21190	72312	1
2018.11.26	16:00:00	87757	87855	87618	87634	11552	41662	1
2018.11.26	16:05:00	87634	87675	87423	87603	19172	66960	1
2018.11.26	16:10:00	87603	87639	87418	87567	13539	46563	1
2018.11.26	16:15:00	87572	87767	87546	87741	10584	36127	1
2018.11.26	16:20:00	87736	87885	87726	87860	10460	40453	1
2018.11.26	16:25:00	87860	87916	87726	87901	12337	42817	1
2018.11.26	16:30:00	87901	88004	87855	87870	10721	41470	1
2018.11.26	16:35:00	87870	87921	87716	87880	12070	41148	1
2018.11.26	16:40:00	87880	87962	87767	87906	9039	30607	1
2018.11.26	16:45:00	87911	87998	87865	87973	8548	32351	1
2018.11.26	16:50:00	87968	87988	87824	87906	8109	30823	1
2018.11.26	16:55:00	87906	87988	87865	87962	6628	23528	1
2018.11.26	17:00:00	87968	88081	87932	88070	8120	33549	1
2018.11.26	17:05:00	88070	88101	87962	87998	8148	29417	1
2018.11.26	17:10:00	87993	88199	87993	88194	9022	35098	1
2018.11.26	17:15:00	88194	88240	88096	88163	9192	39284	1
2018.11.26	17:20:00	88152	88214	88045	88111	7791	29908	1
2018.11.26	17:25:00	88111	88127	87916	87962	8822	33837	1
2018.11.26	17:30:00	87962	88091	87942	88019	7474	28530	1
2018.11.26	17:35:00	88024	88111	87952	88096	6260	25683	1
2018.11.26	17:40:00	88096	88122	87932	87932	6083	22119	1
2018.11.26	17:45:00	87932	87988	87772	87890	7848	30542	1
2018.11.26	17:50:00	87890	87942	87855	87870	4581	15259	1
2018.11.26	17:55:00	87870	88009	87849	87978	3263	18843	1
2018.11.26	18:00:00	87978	88163	87942	88158	3250	12675	1
2018.11.26	18:05:00	88147	88163	87890	87988	3448	17417	1
2018.11.27	09:00:00	88322	88373	88142	88188	8618	25741	1
2018.11.27	09:05:00	88188	88281	88101	88266	9981	29494	1
2018.11.27	09:10:00	88276	88420	88235	88379	13488	38687	1
2018.11.27	09:15:00	88379	88384	88204	88204	9716	28625	1
2018.11.27	09:20:00	88209	88296	88111	88250	14429	46703	1
2018.11.27	09:25:00	88250	88317	88152	88260	8448	24073	1
2018.11.27	09:30:00	88260	88363	88214	88301	7707	22515	1
2018.11.27	09:35:00	88296	88332	88230	88296	4471	11845	1
2018.11.27	09:40:00	88296	88399	88255	88327	8252	23374	1
2018.11.27	09:45:00	88332	88379	88276	88353	5992	18543	1
2018.11.27	09:50:00	88348	88486	88307	88466	12868	41695	1
2018.11.27	09:55:00	88461	88502	88415	88471	6978	22079	1
2018.11.27	10:00:00	88471	88492	88224	88260	15937	48018	1
2018.11.27	10:05:00	88260	88317	88132	88266	16955	50553	1
2018.11.27	10:10:00	88271	88368	88235	88322	14282	43106	1
2018.11.27	10:15:00	88327	88327	88029	88060	19128	56592	1
2018.11.27	10:20:00	88050	88075	87829	88060	24675	75681	1
2018.11.27	10:25:00	88065	88183	88029	88168	15752	51790	1
2018.11.27	10:30:00	88168	88589	88152	88548	25543	81685	1
2018.11.27	10:35:00	88543	88754	88517	88687	19146	60335	1
2018.11.27	10:40:00	88687	88748	88528	88589	16195	51001	1
2018.11.27	10:45:00	88589	88723	88543	88666	11623	35420	1
2018.11.27	10:50:00	88661	88774	88635	88656	13241	40038	1
2018.11.27	10:55:00	88656	88718	88599	88707	9138	28136	1
2018.11.27	11:00:00	88713	88728	88528	88543	12084	35178	1
2018.11.27	11:05:00	88543	88610	88497	88528	10152	30499	1
2018.11.27	11:10:00	88533	88553	88430	88507	10852	33133	1
2018.11.27	11:15:00	88512	88641	88502	88630	9805	29215	1
2018.11.27	11:20:00	88635	88743	88522	88558	14565	44109	1
2018.11.27	11:25:00	88564	88635	88461	88517	10307	33742	1
2018.11.27	11:30:00	88517	88548	88420	88492	12304	41113	1
2018.11.27	11:35:00	88486	88605	88461	88569	11388	34025	1
2018.11.27	11:40:00	88569	88630	88507	88589	8498	28093	1
2018.11.27	11:45:00	88589	88697	88579	88635	9279	29939	1
2018.11.27	11:50:00	88635	88656	88553	88579	5498	17317	1
2018.11.27	11:55:00	88584	88589	88450	88543	8970	28755	1
2018.11.27	12:00:00	88543	88615	88476	88507	8114	28437	1
2018.11.27	12:05:00	88507	88605	88502	88538	4486	15598	1
2018.11.27	12:10:00	88533	88569	88224	88224	14549	48643	1
2018.11.27	12:15:00	88230	88281	88039	88245	21452	66359	1
2018.11.27	12:20:00	88245	88564	88235	88517	13971	45636	1
2018.11.27	12:25:00	88517	88579	88450	88476	10557	35973	1
2018.11.27	12:30:00	88481	88594	88399	88528	15109	49337	1
2018.11.27	12:35:00	88522	88666	88353	88507	21474	69556	1
2018.11.27	12:40:00	88507	88553	88358	88538	13176	41058	1
2018.11.27	12:45:00	88538	88625	88435	88538	11066	34994	1
2018.11.27	12:50:00	88533	88594	88430	88584	10510	33981	1
2018.11.27	12:55:00	88579	88872	88543	88790	17963	61023	1
2018.11.27	13:00:00	88790	88867	88671	88713	14053	44778	1
2018.11.27	13:05:00	88713	88826	88646	88784	11767	39067	1
2018.11.27	13:10:00	88784	88954	88774	88867	15148	49270	1
2018.11.27	13:15:00	88872	88918	88779	88897	9712	32083	1
2018.11.27	13:20:00	88897	89077	88831	89057	13386	42471	1
2018.11.27	13:25:00	89057	89118	88939	88959	12163	38660	1
2018.11.27	13:30:00	88969	89108	88933	89072	9368	27645	1
2018.11.27	13:35:00	89072	89108	88928	89000	8877	28664	1
2018.11.27	13:40:00	89000	89144	88975	89077	10722	37410	1
2018.11.27	13:45:00	89077	89231	89077	89221	11104	38291	1
2018.11.27	13:50:00	89221	89324	89154	89314	12420	40276	1
2018.11.27	13:55:00	89319	89375	89262	89319	10691	34651	1
2018.11.27	14:00:00	89319	89663	89278	89606	20899	67655	1
2018.11.27	14:05:00	89601	89648	89540	89632	11574	38638	1
2018.11.27	14:10:00	89627	89684	89555	89591	12229	40522	1
2018.11.27	14:15:00	89596	89781	89591	89709	15294	50056	1
2018.11.27	14:20:00	89709	89755	89642	89678	8434	25093	1
2018.11.27	14:25:00	89678	89961	89673	89940	17841	59707	1
2018.11.27	14:30:00	89940	89976	89868	89894	11459	38532	1
2018.11.27	14:35:00	89894	89935	89843	89904	8426	29140	1
2018.11.27	14:40:00	89904	90007	89843	89971	13117	44953	1
2018.11.27	14:45:00	89982	90059	89899	90028	13053	44867	1
2018.11.27	14:50:00	90023	90208	90017	90136	16683	59479	1
2018.11.27	14:55:00	90131	90218	90023	90048	10970	38975	1
2018.11.27	15:00:00	90038	90120	89976	90053	11293	38090	1
2018.11.27	15:05:00	90059	90146	90012	90069	9858	32465	1
2018.11.27	15:10:00	90069	90105	90017	90059	7423	24796	1
2018.11.27	15:15:00	90064	90064	89961	89987	10854	38056	1
2018.11.27	15:20:00	89992	89997	89863	89925	11023	43250	1
2018.11.27	15:25:00	89925	89930	89709	89750	14697	54176	1
2018.11.27	15:30:00	89750	89992	89725	89940	15687	54791	1
2018.11.27	15:35:00	89940	89982	89797	89930	10866	39978	1
2018.11.27	15:40:00	89940	89976	89838	89838	8330	29933	1
2018.11.27	15:45:00	89843	89899	89735	89868	11197	39415	1
2018.11.27	15:50:00	89858	89951	89812	89940	8588	30174	1
2018.11.27	15:55:00	89940	90110	89940	89956	15892	51168	1
2018.11.27	16:00:00	89951	90038	89904	89992	9261	32450	1
2018.11.27	16:05:00	89992	90136	89961	90095	10321	31678	1
2018.11.27	16:10:00	90095	90120	89982	90069	7921	26210	1
2018.11.27	16:15:00	90069	90254	90059	90177	20448	69570	1
2018.11.27	16:20:00	90182	90269	90120	90166	11095	39891	1
2018.11.27	16:25:00	90166	90182	90043	90089	8308	27905	1
2018.11.27	16:30:00	90084	90228	89987	90208	14154	48700	1
2018.11.27	16:35:00	90202	90547	90202	90480	22840	80514	1
2018.11.27	16:40:00	90480	90542	90372	90428	11523	40039	1
2018.11.27	16:45:00	90428	90613	90423	90542	12258	43091	1
2018.11.27	16:50:00	90547	90644	90470	90506	9340	34296	1
2018.11.27	16:55:00	90500	90516	90382	90485	10056	38440	1
2018.11.27	17:00:00	90475	90567	90382	90521	9471	33593	1
2018.11.27	17:05:00	90516	90598	90506	90547	6745	24289	1
2018.11.27	17:10:00	90547	90577	90434	90547	7680	27998	1
2018.11.27	17:15:00	90542	90552	90449	90490	5654	20183	1
2018.11.27	17:20:00	90495	90552	90439	90542	4683	18867	1
2018.11.27	17:25:00	90542	90577	90475	90536	5729	22807	1
2018.11.27	17:30:00	90536	90593	90495	90588	4733	18730	1
2018.11.27	17:35:00	90593	90675	90572	90649	7574	29006	1
2018.11.27	17:40:00	90644	90649	90557	90603	4901	17297	1
2018.11.27	17:45:00	90603	90706	90593	90696	6161	22587	1
2018.11.27	17:50:00	90706	90726	90639	90685	4693	19981	1
2018.11.27	17:55:00	90680	90711	90655	90665	2754	13463	1
2018.11.27	18:00:00	90660	90685	90567	90577	3846	15594	1
2018.11.27	18:05:00	90577	90629	90393	90393	3047	14143	1
2018.11.28	09:00:00	90423	90577	90331	90521	5984	25235	1
2018.11.28	09:05:00	90521	90598	90377	90567	10419	32202	1
2018.11.28	09:10:00	90572	90680	90531	90598	10866	32387	1
2018.11.28	09:15:00	90603	90711	90557	90629	9441	25160	1
2018.11.28	09:20:00	90629	90655	90542	90562	7065	20202	1
2018.11.28	09:25:00	90562	90583	90480	90500	7568	21502	1
2018.11.28	09:30:00	90500	90567	90480	90567	5450	17419	1
2018.11.28	09:35:00	90567	90608	90485	90485	7707	24000	1
2018.11.28	09:40:00	90485	90506	90398	90459	11889	35014	1
2018.11.28	09:45:00	90464	90464	90336	90341	8597	27100	1
2018.11.28	09:50:00	90341	90387	90300	90377	10639	33313	1
2018.11.28	09:55:00	90377	90480	90346	90475	9738	28345	1
2018.11.28	10:00:00	90475	90567	90413	90500	17608	56867	1
2018.11.28	10:05:00	90506	90526	90254	90367	19296	58852	1
2018.11.28	10:10:00	90367	90418	90280	90341	11071	32031	1
2018.11.28	10:15:00	90336	90490	90280	90459	15421	48550	1
2018.11.28	10:20:00	90454	90793	90449	90691	26523	79763	1
2018.11.28	10:25:00	90691	90768	90613	90629	11740	36126	1
2018.11.28	10:30:00	90624	90829	90619	90788	17041	52904	1
2018.11.28	10:35:00	90788	90855	90644	90793	15532	47366	1
2018.11.28	10:40:00	90793	90819	90706	90716	12170	41363	1
2018.11.28	10:45:00	90721	90850	90706	90809	7601	22571	1
2018.11.28	10:50:00	90809	90901	90798	90870	9876	33099	1
2018.11.28	10:55:00	90875	91004	90819	90947	15936	51335	1
2018.11.28	11:00:00	90947	91040	90906	91009	12267	35641	1
2018.11.28	11:05:00	91004	91194	91004	91143	16253	49090	1
2018.11.28	11:10:00	91148	91266	91060	91071	15514	49911	1
2018.11.28	11:15:00	91071	91122	91004	91014	10320	30465	1
2018.11.28	11:20:00	91014	91143	90963	91066	12875	38635	1
2018.11.28	11:25:00	91066	91117	90994	91040	5632	17374	1
2018.11.28	11:30:00	91035	91184	90963	91102	15247	51500	1
2018.11.28	11:35:00	91096	91112	90927	90947	12400	37200	1
2018.11.28	11:40:00	90942	91132	90901	91004	15777	53376	1
2018.11.28	11:45:00	90999	91112	90953	91050	6989	25612	1
2018.11.28	11:50:00	91050	91081	90978	91014	4347	14385	1
2018.11.28	11:55:00	91014	91066	90917	90963	7650	25703	1
2018.11.28	12:00:00	90968	91004	90917	90983	5339	17109	1
2018.11.28	12:05:00	90983	91086	90973	91045	8314	28119	1
2018.11.28	12:10:00	91050	91158	91040	91040	10279	35479	1
2018.11.28	12:15:00	91045	91091	91004	91081	5423	17963	1
2018.11.28	12:20:00	91086	91204	91086	91112	9889	32596	1
2018.11.28	12:25:00	91117	91215	91107	91189	5548	20167	1
2018.11.28	12:30:00	91194	91297	91060	91137	19636	65077	1
2018.11.28	12:35:00	91137	91143	90696	90778	24493	78181	1
2018.11.28	12:40:00	90773	90829	90439	90464	23933	81140	1
2018.11.28	12:45:00	90470	90562	90305	90444	22691	72427	1
2018.11.28	12:50:00	90444	90521	90218	90228	18800	58540	1
2018.11.28	12:55:00	90228	90377	90187	90341	14208	46675	1
2018.11.28	13:00:00	90341	90382	90192	90249	13223	47139	1
2018.11.28	13:05:00	90254	90280	89966	90100	20544	67174	1
2018.11.28	13:10:00	90095	90161	90017	90136	9920	30086	1
2018.11.28	13:15:00	90131	90213	89971	89976	13344	44451	1
2018.11.28	13:20:00	89971	90069	89915	89997	11460	36014	1
2018.11.28	13:25:00	90002	90012	89827	89843	10730	36441	1
2018.11.28	13:30:00	89843	89951	89761	89946	14331	49608	1
2018.11.28	13:35:00	89946	90084	89899	89946	14699	48220	1
2018.11.28	13:40:00	89951	90053	89915	90007	7949	24207	1
2018.11.28	13:45:00	90012	90187	89982	90182	10984	33345	1
2018.11.28	13:50:00	90182	90285	90120	90136	13076	44531	1
2018.11.28	13:55:00	90136	90254	90048	90244	11077	36507	1
2018.11.28	14:00:00	90244	90280	90131	90156	8264	26775	1
2018.11.28	14:05:00	90151	90254	90089	90238	8201	25866	1
2018.11.28	14:10:00	90233	90418	90228	90336	13278	44967	1
2018.11.28	14:15:00	90341	90423	90305	90367	7145	24122	1
2018.11.28	14:20:00	90362	90362	90233	90280	7725	24607	1
2018.11.28	14:25:00	90285	90418	90269	90408	6027	20329	1
2018.11.28	14:30:00	90408	90506	90377	90413	11720	37441	1
2018.11.28	14:35:00	90418	90423	90264	90305	8299	28050	1
2018.11.28	14:40:00	90305	90434	90197	90408	11641	38203	1
2018.11.28	14:45:00	90398	90516	90357	90459	10537	33571	1
2018.11.28	14:50:00	90459	90577	90403	90490	10468	34691	1
2018.11.28	14:55:00	90490	90598	90434	90536	8065	28893	1
2018.11.28	15:00:00	90531	91194	90531	91112	34122	115344	1
2018.11.28	15:05:00	91112	91425	91096	91302	25701	83374	1
2018.11.28	15:10:00	91307	91502	91261	91456	18508	60132	1
2018.11.28	15:15:00	91461	91703	91405	91641	22222	77466	1
2018.11.28	15:20:00	91641	91775	91518	91549	16831	59016	1
2018.11.28	15:25:00	91543	91939	91518	91775	18030	63731	1
2018.11.28	15:30:00	91775	91908	91667	91672	12984	45644	1
2018.11.28	15:35:00	91672	91744	91595	91713	12296	39676	1
2018.11.28	15:40:00	91718	91821	91605	91780	11309	35434	1
2018.11.28	15:45:00	91780	91918	91764	91882	13532	45407	1
2018.11.28	15:50:00	91888	92037	91831	91846	17316	58902	1
2018.11.28	15:55:00	91846	91918	91626	91672	13560	43696	1
2018.11.28	16:00:00	91672	91713	91446	91595	16920	50838	1
2018.11.28	16:05:00	91595	91816	91579	91698	13337	42418	1
2018.11.28	16:10:00	91692	91733	91584	91708	8607	27817	1
2018.11.28	16:15:00	91708	91903	91656	91805	10884	36823	1
2018.11.28	16:20:00	91805	91872	91698	91739	7687	26275	1
2018.11.28	16:25:00	91739	91811	91559	91687	12810	40692	1
2018.11.28	16:30:00	91687	91733	91579	91610	9250	31969	1
2018.11.28	16:35:00	91605	91672	91569	91615	6854	22314	1
2018.11.28	16:40:00	91615	91682	91584	91620	5999	21495	1
2018.11.28	16:45:00	91620	91852	91620	91739	10822	37552	1
2018.11.28	16:50:00	91739	91939	91703	91898	10628	37970	1
2018.11.28	16:55:00	91903	92129	91888	92103	12162	43480	1
2018.11.28	17:00:00	92109	92196	92026	92109	11448	41727	1
2018.11.28	17:05:00	92103	92139	91898	91903	8070	29255	1
2018.11.28	17:10:00	91908	92042	91898	92031	6103	21356	1
2018.11.28	17:15:00	92031	92098	91918	92083	7342	26688	1
